url,title,content,category,keyword,category_explanation,keyword_explanation
https://www.occrp.org/en/project/scam-empire/scam-operations-relied-on-third-party-marketing-companies-for-steady-stream-of-potential-victims,Scam Operations Relied on Third-Party Marketing Companies for Steady Stream of Potential Victims | OCCRP," Matching Results Get quality reporting directly into your inbox, every week By submitting your email address you agree toOCCRP’s Privacy Policy Scam Operations Relied on Third-Party Marketing Companies for Steady Stream of Potential Victims Two professional scam call-center operations depended on affiliate marketing firms to supply them with contact details of people who had clicked on ads for phony investment platforms. The marketers were only paid if the victims — some of whom went on to lose their life savings — were ensnared. James O'Brien/OCCRP Banner:
      James O'Brien/OCCRP Related Articles Huge Ecosystem of Unregulated Payment Providers Helps Scammers Collect Victims’ Money Diamonds, Dior and Dubai Vacations: The Luxurious Lives of Georgia's Call-Center Scammers Everything You Need to Know About 'Scam Empire' Reported by It was Tuesday, and that meant payday. Logging into a series of chat groups on encrypted messenger app Telegram, Ben — not his real name, but an alias — reminded the marketers he was helping to oversee that it was time to claim their earnings. “Share invoice plz,” he wrote in one group. “Please do it as fast as possible,” he wrote in another. “We need to send u money.” As invoices poured in, Ben posted an animated GIF from the 1970s Disney cartoon movie Robin Hood, showing the title character dressed as a beggar, asking for a few coins. The invoices were for leads that the marketers had provided to Ben and his colleagues. In marketing, the term ‘lead’ usually refers to a potential client. But these leads were much more sinister. These were potential victims. A screenshot showing ""Ben""'s chat with the affiliate marketers he manages. A screenshot showing ""Ben""'s chat with the affiliate marketers he manages.  Ben and his colleagues worked for a group of call centers running a massive scam operation. The agents who worked there spent their days hoodwinking victims into believing they would make great returns if they invested in cryptocurrencies or other financial products on their platforms. This was a smokescreen — in reality, in the vast majority of cases reviewed by reporters, their money would simply vanish. In order to keep the con going, the scammers needed a steadily incoming stream of potential victims. An unprecedented leak from the heart of a merciless investment scam industry that stretches across the globe reveals how they get them: An ecosystem of marketing companies, known as affiliate marketers, serves up contact details in return for lucrative commissions. The 1.9-terabyte leak that forms the basis of this investigation was obtained by Swedish Television (SVT) and shared with OCCRP and 30 international media outlets. It reveals the inner workings of two groups of call centers: One based in Georgia, and another much larger operation with at least seven offices in Israel, Bulgaria, Ukraine, Spain, and Cyprus. The leaked records show that the marketers that supplied these scammers with leads were richly rewarded. Every lead who ended up making a deposit with the scammers was worth between $200 and $2,350, depending on which country they were from. Victims from wealthier nations like the Netherlands, Sweden, or Belgium were worth more. Records found in the leak show that, in the first seven months of 2024, affiliate marketers working with Ben’s operation — the Israeli/European group — were paid at least $7.3 million for leads. Over the same time period in 2023, they earned more than $10.3 million. About the 'Scam Empire' Investigation About the 'Scam Empire' Investigation Scam Empire is a collaborative investigation by OCCRP, Swedish Television (SVT), and 30 other media partners from multiple countries. Based on 1.9 terabytes of leaked data obtained by SVT, reporters expose two groups of call centers, based in Israel, Eastern Europe, and the country of Georgia, whose employees have convinced at least 32,000 people across the world to make “investments” totalling at least $275 million. The source of the leak pointed to the apparent impunity of the scammers as the motivation for sharing the data in a statement shared with SVT: “Fraudsters can operate almost openly, without anyone stopping them. Almost none of these crimes ever gets resolved because of the difficulties in investigating crimes across borders. Many of the criminals use online phone, chat, and email services to stay anonymous and are based in countries where authorities refuse to cooperate.” “Investigating even one of these scams would take tremendous effort for the police, and a single scammer often commits several of these crimes every day. On top of that, thousands of scammers are doing this daily. Without real international change, this will never go away.”]] Many of the details about the affiliate marketers come from this operation, because the leak contained hundreds of thousands of files relating to the work of its back-office staff, like Ben. The records reveal how Ben and the rest of the marketing mana",organized crime analysis,"scam operation, affiliate marketing",The article discusses a large-scale scam operation relying on affiliate marketing companies.,Scam operation is the main subject of the article.; Affiliate marketing is the method used by the scammers to obtain potential victims.
https://github.com/DAD-CDM/dad-cdm-tsc/blob/main/DAD-CDM-Key-Findings-202502.md,dad-cdm-tsc/DAD-CDM-Key-Findings-202502.md at main · DAD-CDM/dad-cdm-tsc · GitHub,"Navigation Menu Search code, repositories, users, issues, pull requests... Provide feedback We read every piece of feedback, and take your input very seriously. Saved searches Use saved searches to filter your results more quickly To see all available qualifiers, see ourdocumentation. Uh oh! There was an error while loading.Please reload this page. There was an error while loading.Please reload this page. Footer Footer navigation",general tools,"navigation menu, search code, repositories","The article discusses a tool related to searching within repositories, which is a common feature in software development.",Navigation menu is the primary interface for accessing different features.; Search code refers to the functionality of finding specific pieces of code within repositories.; Repositories are the storage locations for the codebase.
https://bods-data.openownership.org/source/gleif_version_0_4/,Beneficial ownership data analysis tools,"Beneficial ownership data analysis tools GLEIF - BODS version 0.4(2025-03-11) TheGlobal Legal Entity Identifier Foundation(GLEIF) is tasked with supporting
the implementation and use of
the_Legal Entity Identifier (LEI).
GLEIF “enables smarter, less costly and more reliable decisions about who to do business with” by providing
“open, standardised and high quality legal entity reference data” to uniquely identify companies. This open
data includes itsLevel 2 Dataon who owns whom. The corporate ownership data collected and published openly by GLEIF is not beneficial ownership data as it
does not identify the natural persons at the end of ownership chains but Open Ownership has mapped a combination
of Level 1 and Level 2 Data toversion 0.4 of our Beneficial Ownership Data Standardin order to analyse and learn more from layering this data on top of beneficial ownership data sources. On Github, you can see how Open Ownership hasmapped, transformed and republishedthis data in line with theBeneficial Ownership Data Standard. We have also published adata use guidewith information about how we have represented change over time and how specific fields have been mapped. These mappings are currently a work in progress and should be treated with caution. This dataset is published
under theCreative Commons CC0 1.0 Universal (CC0 1.0) Public Domain Dedication licence. Downloads and links to hosted databases Tables relationship_statement relationship_recorddetails_interests relationship_source_assertedby relationship_annotations entity_statement entity_annotations entity_recorddetails_identifiers entity_recorddetails_addresses entity_source_assertedby Sample data from `relationship_statement` table. Sample data from `relationship_recorddetails_interests` table. Sample data from `relationship_source_assertedby` table. Sample data from `relationship_annotations` table. Sample data from `entity_statement` table. Sample data from `entity_annotations` table. Sample data from `entity_recorddetails_identifiers` table. Sample data from `entity_recorddetails_addresses` table. Sample data from `entity_source_assertedby` table.",beneficial ownership,"LEI, GLEIF, Open Ownership Data Standard",The article discusses the analysis of beneficial ownership data using tools provided by GLEIF and Open Ownership.,"Legal Entity Identifier (LEI) is a key concept in this article, as it's provided by GLEIF.; GLEIF is the organization tasked with supporting the implementation and use of LEIs.; Open Ownership Data Standard is used for mapping and analyzing beneficial ownership data."
https://eiti.org/using-eiti-data,Using EITI data | EITI,"Secondary header menu Main navigation Using EITI data Examples of how EITI disclosures are analysed and used to address key challenges and inform policies on natural resource governance. Using EITI data EITI disclosures provide vital insights into the governance of natural resources, offering a foundation for accountability, transparency and better decision-making. EITI data can help governments, civil society and other stakeholders identify trends, address challenges and seize opportunities for reform. The examples below illustrate how data from EITI implementing countries has been used, by analysing specific data points relevant to each country’s unique context. In this way, EITI data can shine a light on key issues, sparking debates grounded in trusted data, and shaping policies that promote sustainable and equitable resource management. For more information on using EITI data, or to suggest other examples to include, contact the EITI data team at[email protected]. Licensing Analysing licensing processes to evaluate efficiency, identify risks and ensure transparent and fair allocation of natural resource rights. Mali: License processing times Zambia: Comparing licensing rules vs practice Contracts Examining contract terms to assess compliance, uncover discrepancies and ensure agreements benefit both governments and citizens. Sicomines: How the EITI in DRC helped secure 4 billion in additional revenue Beneficial ownership Scrutinising beneficial ownership information to uncover hidden interests, prevent corruption and promote accountability in the extractive sector. Digging deeper: How Armenia is leading the way in beneficial ownership transparency Oil sales and revenue projections Tracking oil sales and revenue projections to assess market trends, improve fiscal planning and ensure revenues are accurately accounted for. Republic of the Congo: Oil revenue projections Nigeria: Reforming extractive revenue collection Nigeria: Oil sales vs market price Production and exports Monitoring production and export data to evaluate resource management, detect irregularities and ensure revenues match extraction levels. Republic of the Congo: Oil revenue projections State-owned enterprises Assessing the performance and transparency of state-owned enterprises to identify governance gaps, improve oversight and enhance public accountability. Côte d’Ivoire: Crude oil for natural gas swaps Democratic Republic of the Congo: Pioneering reporting on state-owned extractive companies Revenue sharing Monitoring revenue sharing and allocations to ensure that resources are distributed fairly and in line with legal frameworks. Iraq: Oil revenue sharing Subscribe to our newsletter Primary footer menu Secondary footer menu Contact Content Use Policy Unless otherwise noted, you may republish our content for free. Please give credit to our source (for web, with direct link, for print with EITI International Secretariat, eiti.org). Social Media",federated search,"EITI data, natural resource governance",The article discusses the use of EITI data for federated search across natural resource governance.,EITI data is the primary focus and subject matter of the article.; Federated search is implied through the analysis and comparison of data points from various countries.
https://mweiti.gov.mw/index.php/reports/details/761,Report Details | Malawi Extractive Industry Transparency Initiative | MWEITI,"Breadcrumb Beneficial Ownership Study Report The study report examines the legal, institutional and regulatory framework governing Malawi beneficial ownership disclosure. It identifies gaps and challenges related to accessibility of beneficial ownership information by various stakeholders, including competent authorities and law enforcement agencies in Malawi. It also provides recommendations on implementing beneficial ownership disclosure in accordance with EITI International standard, 2023. News Mining Industry in Malawi The mining industry of Malawi, includes a number of gemstones and other minerals. The… Inadequate Power a Setback to Mining Industry in Malawi Minister of Energy, Ibrahim Matola, says that Malawi has inadequate power for mining… Govt to rake in K238bn in Two Mining Deals Signed Malawi is set to make about K238 billion from the decision of giving a go-ahead to… Government, Mining Companies Sign Mining Development Agreements Government through Ministry of Mining and Ministry of Finance has finally signed… Covid-19 Hits Extractive Industry Hard The year 2020 has been a very challenging one for the extractive industry, a report by… Contact Us Useful Links Key Stakeholders Resources Subfooter ©MWEITI. Site developed byIdias Corporation Ltd",financial crime technology,"beneficial ownership, mining industry, Malawi","The article discusses the financial aspect of Malawi's mining industry, focusing on beneficial ownership disclosure.",Beneficial ownership is the main topic of the report.; Mining industry in Malawi is the specific context of the discussion.; Malawi is the geographical location where these events occur.
https://globalenergymonitor.org/projects/global-energy-ownership-tracker/,Global Energy Ownership Tracker - Global Energy Monitor,"About Get Involved Coal Oil & Gas Renewables & Other Power Heavy Industry Regional Special Projects Coal & Steel Oil & Gas Renewables & Other Power Heavy Industry Regional Special Projects News & Reports Newsletters Global Energy Ownership Tracker The Global Energy Ownership Tracker provides information on the chain of ownership for various energy projects. The data maps each level of the chain from the direct owner (as in, the lowest-level identified owner in the chain of ownership) up to their highest-level ultimate parents (e.g., corporations, investment firms, and governments). Ownership links are reported with the percentage of ownership, including owners that have controlling interest as well as those with minority, non-controlling interests (if over a threshold of 5% ownership). This asset ownership data set covers nine of GEM’s trackers: Details about how each tracker identifies their assets and what methodologies they follow can be found on each of their respective pages of the GEM website linked above. The Global Energy Ownership Tracker is updated after each new release of these underlying trackers. The most recent release of this data was in May 2025 and contains ownership data for Coal Plants, Oil and Gas Plants, Bioenergy Plants, Iron and Steel Plants, Coal Mines, Iron Ore Mines, and Natural Gas Pipelines. To learn about the various components of each GEM tracker, readAbout GEM’s Trackers. To receive notifications from this project, please sign up for ourmailing list. If you have questions about this project, pleasecontactthe Project Manager, Anna Mowat. Modal Modal content",financial crime technology,"energy projects, ownership data, chain of ownership","The article discusses a technology used for tracking the ownership of various energy projects, which can be used to prevent financial crimes related to these projects.",Energy projects are the focus of the discussed technology.; Ownership data is the specific information provided by this technology.; Chain of ownership refers to the levels of ownership in the energy projects.
https://www.moodys.com/web/en/us/kyc/resources/insights/how-ai-is-enhancing-ubo-discovery-and-support-reporting-requirements-globally.html,How AI is Transforming Beneficial Ownership Discovery,"Blog 6 ways AI is enhancing UBO discovery and complex investigations for human decisions -interview with an MLRO As the financial industry continues to experience the transformative effects of artificial intelligence (AI) and Augmented Intelligence on its risk management frameworks, there is no better time to review and anticipate AI, whether it involves machine learning (ML), deep learning (DL), or Generative AI (GenAI).AI technologies can help Compliance teams perform tasks requiring human intelligence across numerous processes. These technologies can continuously enhance and augment the accuracy and speed of human-led decision-making.Compliance tools powered by AI technologies can support key processes across the customer lifecycle, including: They can also contribute to prevention and detection capabilities while maximizing the use of data available to Financial Institutions (FI).This article draws from a series of exchanges between Olivier Morlet, a money laundering reporting officer (MLRO) and member of the Global Coalition to Fight Financial Crime (GCFFC), and Moody’s Industry Practice Lead, Francis Marinier.They review six impacts of AI on two key areas - regulatory compliance – specifically around UBO discovery - and social responsibility: 1. Improved data analysis and pattern recognition for UBO discovery AI algorithms can analyze vast amounts of complex ownership data to identify and understand connections and form patterns. Natural language processing also enables relevant information to be processed and extracted from large volumes of unstructured text in seconds. When applied to beneficial ownership, this can help indicate hidden ownership structures. This allows reporting officers to uncover deliberately tenuous or obscured connections between entities and individuals that would be difficult to detect through human analysis alone.The changes introduced by the latest generation AI/ML can transform financial crime, possibly leading to faster standardization of use cases, such as customer screening.The development of unsupervised-training-based programs, which include algorithms and neural networks of parameters, is increasingly being applied in the industry for tasks such as detection, scoring, and investigation.Early AI methodologies built on supervised model training were often used alongside traditional rule-based systems. However, there is a growing shift towards using unsupervised models to identify patterns, similarities, and/or anomalies within groups of aggregated data while helping to reduce false positives and optimize overall efficiency. 2. Automated beneficial owner search and discovery In Moody’s recentstudy into Entity Verification, 46% of respondents identify improving data quality and accuracy as a key challenge in the field AI-enabled solutions can automate searching for and identifying beneficial owners from multiple data sources. Machine learning models can be trained to recognize indicators of beneficial ownership in corporate filings, shareholder documents, and other records. They can also help calculate ownership percentages within connected, circular ownership structures.AI can extract data from relevant corporate registries, standardize it, and utilize entity resolution techniques to determine when different records refer to the same entity, facilitating entity consolidation. It can streamline data collection and integrate information to generate comprehensive ownership structure maps, establishing connections between entities, such as shared addresses, directorships, and other factors.AI can significantly enhance transparency concerning beneficial ownership when worldwide BO registers lack consistency in completeness, format, and accessibility. Harnessing AI alongside a commitment to data completeness and accuracy is quickly emerging as a powerful tool for transparency to assist all who are in the fight against financial crime. 3. Social network analysis (SNA) AI-powered social network analysis (SNA) examines the relationships between entities and individuals to uncover potential beneficial ownership connections among many other links between subjects of interest. This approach helps visualize complex ownership structures, identify central nodes that may represent actual beneficial owners, and develop robust, extended network investigations. Since the early 2010s, these extensive network investigations have increasingly utilized the ‘follow the money’ principle to trace financial connections.Today, SNA can support the identification of Ultimate Beneficial Owners (UBOs) in the following 5 ways:1. Mapping complex ownership structuresSNA allows for the visualization and analysis of complex ownership networks. By representing entities as nodes and ownership relationships as edges, SNA can map intricate corporate structures and reveal: This visual representation can make tracking ownership chains to UBOs more efficient.2. Identifying key players and influencersSNA techniques",financial crime technology,"AI, UBO discovery, data analysis",The article discusses the application of AI in financial crime detection and UBO (Ultimate Beneficial Owner) discovery.,"AI is the central topic as it's being used to enhance financial crime detection.; UBO discovery is a key focus area, as the article discusses AI algorithms analyzing ownership data for this purpose.; Data analysis and pattern recognition are significant aspects of the article, as they are discussed in relation to UBO discovery."
https://oecdstatistics.blog/2019/07/04/the-adima-database-on-multinational-enterprises/,The ADIMA database on Multinational Enterprises,"Recent Posts Most Used Categories  The ADIMA database on Multinational Enterprises By Graham Pilgrim (Graham.PILGRIM@oecd.org), Statistics and Data Directorate (OECD) Multinational Enterprises (MNEs) have been at the forefront of changes in the global economy over the last few decades, as trade and investment barriers have been removed and transportation and communication costs have declined. In a world of global value chains, understanding MNEs – where they are, how they operate, and where they pay taxes – has never been more important. However, surprisingly few official statistics are currently available on individual MNEs. To fill this gap the OECD has begun to develop a new database – theAnalytical Database on Individual Multinationals and Affiliates (ADIMA)– using a number of open “big data” sources that can provide new insights on individual MNEs and their global profiles. What is ADIMA ADIMA has four components: This information already covers 100 of the world’s largest MNEs, and more will be addedin future releases. What does ADIMA tell us on taxes? At an aggregate level, ADIMA shows that in 2016 the 100 MNEs covered in the the database (ADIMA-100) generated nearly $10 trillion in revenues (almost 20% of global GDP), earned $730 billion in profits and paid $185 billion in taxes. But you can also drill down and get more targeted information. For example, although the average Effective Tax Rate (ETR) of the ADIMA-100 was about 25%, it was significantly lower for MNEs producing computers and electronics, and pharmaceuticals, who have substantial intangible assets that they can locate in lower-tax economies (Figure 1). Figure 1: Dispersion of effective tax rates for the ADIMA-100 Note: Low refers to ETR values less than 23%, Medium refers to ETR values between 23% and 33%, and High refers to ETR values greater than 33%. These values were chosen so that a third of the ADIMA-100 population was present in each classification. Where are firms physically located? The physical register provided by ADIMA describes how MNEs structure their physical operations across countries. Here ADIMA’s innovative tools and variety of data sources go beyond the information typically available in company reports (Figure 2), enabling deeper analysis and a mechanism to help profile firms and their affiliates in national and international statistical business registers. For example, companies’ annual reports show that 74 of the ADIMA-100 have a physical presence in the United Kingdom, with an additional 11 MNEs identified using complementary sources (e.g. Legal Entity Identifier, Website Hyperlink Graphs, Server Security Certificates and WikiData), bringing the number of ADIMA-100 MNEs operating in the United Kingdom up to 85. What about MNEs’ digital presence? Physical presence may not reflect digital presence, that is, and in particular for firms whose only penetration into markets is through country-specific websites (i.e. no physical presence). This matters, especially for statistics on highly digitalised MNEs, as the provision of digitised services blurs the traditional line between companies with a foreign presence and those that trade across borders which may affect the comparability of international data on trade and national income. Digital channels are comparable in scale to physical channels: the ADIMA Digital Register captures 20,000 websites while the ADIMA Physical Register captures 26,000 subsidiaries. In smaller countries the digital presence is often more important: for example, only 10 of the ADIMA-100 are physically present in Estonia but a further 19 mainly “digitalised” companies have an electronic presence (Figure 2). Figure 2: Coverage by source for OECD countries by ADIMA-100 MNEs Looking at another interesting example, annual Reports for Alphabet, Google’s parent company, show subsidiaries in two OECD countries but ADIMA’s physical and digital registers record subsidiaries and/or national websites in all OECD countries. For any given domain name, advertising revenue may be recorded as either a domestic or a cross-border transaction. The choice may depend on whether the country-specific site has been legally registered in that country. Next Steps The OECD plans to collaborate with interested official statistical agencies to improve both national statistics on MNEs and ADIMA data. The collaborations should also consolidate the tools developed in ADIMA, extend its coverage of MNEs, improve its methods and incorporate new data sources. The measure explained The OECD Analytical Database on Individual Multinationals and Affiliates (ADIMA) is a new data framework offering information on both the physical and digital presence of MNEs by country. It combines information from traditional sources such as companies’ Annual Reports with newly emerging sources such as the Legal Entity Identifier, Website Hyperlink Graphs, WikiData, OpenStreetMap and Server Security Certificates. Where to find the underlying data? Furt",financial crime technology,"MNEs, taxes, Effective Tax Rate","The article discusses a database (ADIMA) that provides insights on individual Multinational Enterprises, with a focus on their tax profiles.","MNEs are the main subject of the article.; Taxes, particularly Effective Tax Rate, are key aspects discussed in relation to MNEs."
https://oecdstatistics.blog/2025/02/21/monitoring-multinational-enterprises-how-the-oecd-and-unsd-are-harnessing-open-data/,Monitoring multinational enterprises: How the OECD and UNSD are harnessing open data,"Recent Posts Most Used Categories  Monitoring multinational enterprises: How the OECD and UNSD are harnessing open data by Graham Pilgrim (graham.pilgrim@oecd.org) and Eugene Chang (eugene.chang@oecd.org), OECD Statistics and Data Directorate Multinational Enterprises (MNEs) are key actors in the global economy. In 2023, the top 500 MNEs generated over USD 21 trillion in revenues, greater than the  combined GDP of the European Union. They play an increasing role in our lives, whether you are purchasing a new car, asking Generative AI for recipe inspiration, or streaming your favourite song. However, despite their monumental scale, the cross-border nature of their activities means National Statistical Offices (NSOs) only hold information relating to their jurisdiction. Confidentiality concerns often prevent the sharing of this information, making it difficult to see the global picture. The OECD-UNSD Multinational Enterprise Information Platform To overcome this, the OECD and United Nations Statistics Division (UNSD) developed the Multinational Enterprise Information Platform (MEIP), relying solely on publicly available information. The Platform is updated annually, with the third release, covering the period to 31stDecember 2023, now available. The Platform gathers information on the world’s 500 largest MNEs by market capitalisation, facilitating a comprehensive view of their physical and digital presence, and provides a one-stop-shop for data on MNEs and their global networks. In total the platform matches over 130,000 subsidiaries and 120,000 websites to the 500 MNEs. A key benefit of the Platform is the ability to drill down into an individual MNE, without confidentiality concerns. For example, you might want to distinguish the international presences of Nvidia and Intel. Starting with Intel, we can identify 94 subsidiaries, with 31 in the United States and the rest spread over 26 other jurisdictions. Their digital presence is even more dispersed, with 133 websites across 51 jurisdictions. Meanwhile, Nvidia have a narrower physical presence (13 identified subsidiaries in 7 jurisdictions) and digital presence (79 websites across 29 jurisdictions). But this is only the beginning:Explore the dashboardfor insights on the companies that interest you. MNEs in the news Numerous elections, events, and megatrends made 2024 an eventful year. Our updated news database usesGDELT– a database of roughly 200 million worldwide news articles using text analytics to extract information relating to companies, locations, individuals and topics – to map news articles to the top 500 MNEs. In total, over 4 million articles mention one of our 500 MNEs explicitly, roughly 2% of the articles in GDELT. Combined, these MNEs receive more mentions than any individual country. One of the top trending topics of 2024 was Artificial Intelligence, with over 150,000 articles – interestingly, 34% of these articles also mentioned one of our 500 MNEs, demonstrating their important roles in AI development and use. The importance of our 500 MNEs varies widely by jurisdiction. For example, of the 2.6 million articles mentioning the United States just over 10% also mention one of our 500 MNEs. This may not be surprising, given almost half our companies are headquartered in the United States. However, this number is higher for China (12%) and India (11%), suggesting that although a significant number of MNEs in our sample may not be headquartered there, these two countries play a noteworthy role in the functioning of these MNEs. Figure 1.Importance of 500 MEIP MNEs by jurisdiction This news database also allows users to examine individual companies, for example, looking for spikes in media coverage which could correspond to mergers, acquisitions, or controversy. One such example is Abu Dhabi National Oil Company (ADNOC) which announced its agreement to purchase Covestro in October 2024. This transaction represented a significant investment by the United Arab Emirates in a German Headquartered company.  What’s next The Multinational Enterprise Information Platform (MEIP) is a robust foundation on which data can be linked and new insights built. However, this is an ongoing project, and our work is not finished. This year we integrated additional data fromthe Danish business registry, which has significantly enhanced our understanding of the activities of the 500 largest MNEs within Denmark. The registry makes available email addresses and MEIP looks for connections using the domain of each email. For example, Spotify Denmark ApS (Registry Number:3385348) has a contact email ofcopenhagen@spotify.com, meaning MEIP is now able to match this company to Spotify AB (Figure 2). Figure 2. Connecting Spotify AB to Spotify Denmark ApS using the Danish business registry Our implementation of this approach demonstrates that relatively low-cost methods, which do not break confidentiality requirements or require the implementation of a public beneficial ownership ",organized crime analysis,"multinational enterprises, global economy, data platform","The article discusses a data platform designed to monitor the activities of multinational enterprises, which can be associated with organized crime and financial irregularities.","Multinational Enterprises (MNEs) are key players in global economy and can be involved in various illicit activities.; The data platform is specifically designed for MNEs, making it relevant to organized crime analysis.; The platform provides a comprehensive view of the physical and digital presence of these enterprises, which can help identify suspicious activities."
https://www.taxobservatory.eu/publication/the-end-of-londongrad-ownership-transparency-and-offshore-investment-in-real-estate/,The End of Londongrad? Ownership transparency and Offshore Investment in Real Estate - Eutax,"The End of Londongrad? Ownership transparency and Offshore Investment in Real Estate This paper studies the impact of beneficial ownership transparency in the British real estate market. In an effort to reduce illicit investment following the invasion of Ukraine, the UK government announced a new law in 2022 requiring offshore companies that owned domestic real estate to identify their ultimate owners in a public register. Using a difference-in-difference framework, we find that new property purchases by companies registered in tax havens fell relative to those made via non-havens, a result consistent with transparency raising the costs of illicit investment. These declines persist even after dropping tax havens favored by Russians, suggesting that the reform drove the decline, rather than sanctions. We do not find strong evidence of price effects nor substitution into ownership through suspicious domestic companies. While the policy does appear to have been effective at deterring some anonymous investment into the British property market, incomplete implementation led some clients to still successfully shield their ownership information, implying scope for better design and enforcement in the future. This project has received funding by the European Union The EU Tax Observatory is an independent research laboratory hosted by the Paris School of Economics. ©EUTO 2021",financial crime technology,"beneficial ownership transparency, offshore investment, real estate",The article discusses the use of financial crime technology to combat illicit real estate investments.,"Beneficial ownership transparency is the central concept as it aims to reduce anonymous investment in real estate.; Offshore investment is the focus of the study, specifically in relation to tax havens and their impact on the UK market.; Real estate is the asset class under scrutiny for potential illicit activities."
https://www.kharon.com/brief/outbound-investment-rules-china-hong-kong,New U.S. Outbound Investment Rules Target China. How Can You Assess Risk? | Kharon  ,Products Solutions Data The Brief Company Privacy Policy Terms of Use Patents Copyright ©2025 KHARON ,legal systems,"privacy policy, terms of use, patents",The article discusses legal aspects related to the company's products and services.,Privacy policy is a common term in articles discussing user data protection.; Terms of use are legal agreements between a company and its users.; Patents are intellectual property rights that protect inventions.
https://www.gao.gov/products/gao-25-107403,Illicit Finance: Treasury's Initial Safeguards for Allowing Access to Information on Corporate Ownership | U.S. GAO,"U.S. Government Accountability Office Breadcrumb Illicit Finance:Treasury's Initial Safeguards for Allowing Access to Information on Corporate Ownership Fast Facts U.S. companies aren't usually required to publicly name the people who own them. This lack of transparency can be attractive to criminals laundering money or hiding illegal activities. In 2024, the Treasury Department started to require that some companies report owner identity information to its Financial Crimes Enforcement Network. Treasury also recently began granting a few law enforcement agencies access to this data. Treasury has been developing oversight policies to protect the data from unauthorized use. In future annual reports, we will be monitoring Treasury's efforts to share and protect this data.  Highlights What GAO Found Beneficial owners are individuals who, directly or indirectly, own or control a certain percentage of, or exercise substantial control over, a company or other legal entity. The Financial Crimes Enforcement Network (FinCEN) collects and shares information about beneficial owners to help safeguard the U.S. financial system from illicit use and to support law enforcement investigations, among other purposes. In December 2023, FinCEN adopted a rule that allows authorized users (such as federal agencies engaged in national security, intelligence, or law enforcement activity) to access this information if they establish data-safeguarding procedures for it. GAO found that the rule incorporated all the Corporate Transparency Act's requirements for protecting the security and confidentiality of beneficial ownership information. In spring 2024, FinCEN launched the first phase of its five-phase process to grant access to beneficial ownership information by selecting six federal agencies for a pilot, partly to test its IT system. To be approved for access, FinCEN required each agency to sign a memorandum of understanding specifying safeguards they would implement to protect the data. Agencies also had to submit an initial report describing safeguarding procedures and certify they complied with the rule's protection requirements. As of October 2024, four of the six agencies had submitted the necessary documents (see table). Federal Agencies Approved to Access Beneficial Ownership Information, as of October 29, 2024 Agencies granted access Federal Bureau of Investigation Internal Revenue Service-Criminal Investigations U.S. Postal Inspection Service U.S. Secret Service Agency staff with access 100 System searches conducted Nearly 1,700 Source: Financial Crimes Enforcement Network. | GAO-25-107403 In September 2024, FinCEN began the second phase, enabling about 200 additional federal agencies to request access to beneficial ownership information. Based on feedback from the pilot, FinCEN revised its memorandum of understanding to clarify certain compliance requirements. FinCEN also created a procedure for reviewing and granting agency requests for information. Agencies must still sign a memorandum of understanding, report on their safeguarding procedures, and certify compliance with information protection requirements. FinCEN officials told GAO they have been developing policies and procedures for overseeing users' access and safeguarding practices. This oversight is to include conducting annual audits, monitoring how users search the data, and reviewing reports submitted by authorized users. FinCEN plans to assess the need for additional oversight mechanisms as the access program is fully implemented. GAO will continue to monitor FinCEN's implementation of its oversight policies and procedures. Why GAO Did This Study The Corporate Transparency Act, enacted in 2021, requires certain legal entities to report their beneficial ownership information to FinCEN. This requirement supports U.S. efforts to prevent bad actors from concealing or benefiting from ill-gotten gains through shell companies or other opaque ownership structures. The act required FinCEN to adopt a rule to safeguard this information from unauthorized use. The Corporate Transparency Act also includes a provision for GAO to determine whether FinCEN's safeguards, procedures, and use of beneficial ownership information, as established in its access rule, are consistent with requirements of the act. This report is the first in a series of seven annual reports. This report examines (1) whether FinCEN's access rule included Corporate Transparency Act requirements for protecting the security and confidentiality of beneficial ownership information, (2) the extent to which FinCEN granted agencies access to beneficial ownership information in compliance with the act, and (3) FinCEN's oversight of agencies' access to and use of the information. GAO reviewed the Corporate Transparency Act and FinCEN's beneficial ownership information access rule; analyzed FinCEN's policies, procedures, and other documents related to the access program; and interviewed FinCEN and other agency offi",financial crime technology,"beneficial ownership, Financial Crimes Enforcement Network (FinCEN), data protection",The article discusses the U.S. government's efforts to combat financial crimes by improving transparency of corporate ownership.,"Beneficial owners are a central concept in the article as they relate to identifying individuals who can potentially hide illegal activities.; Financial Crimes Enforcement Network (FinCEN) is the main entity responsible for collecting and sharing beneficial ownership information.; Data protection is an important aspect of the article, as it discusses measures taken to safeguard this sensitive information."
https://hoeringsportalen.dk/Hearing/Details/69602,Høringsdetaljer - Høringsportalen," Høring Høring over forslag til lov om ændring af lov om Det Centrale Virksomhedsregister, selskabsloven og forskellige andre love (Ændring af adgangen til oplysninger om reelle ejere som følge af 6. hvidvaskdirektiv) Dokumenter © 2025 - Civilstyrelsen Tilgængelighedserklæring",legal systems,"law change, company law, real owner access",The article discusses a proposed law change related to company and other laws.,Law change is the main topic of the article.; Company law is one of the specific laws mentioned.; Real owner access refers to the aspect of providing information about real owners.
